shop_id,item_type,name,description,quantity,unit_price,unit_cost,part_number,supplier,category,labor_hours,warranty_period
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake Caliper Replacement,Brake Caliper Replacement,1,50,33,PN-BRAKECAL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake Fluid Replacement,Professional brake fluid replacement service,1,149.99,97,,,engine,0.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,package,Brake Hardware Kit,Brake Hardware Kit - Service package with multiple components,1,50,33,,,brakes,3,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake Hose Replacement,Brake Hose Replacement,1,50,33,PN-BRAKEHOS,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake Light Switch Replacement,Brake Light Switch Replacement,1,50,33,PN-BRAKELIG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake Lines Repair,Brake Lines Repair,1,50,33,PN-BRAKELIN,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake Master Cylinder Replacement,Brake Master Cylinder Replacement,1,50,33,PN-BRAKEMAS,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake Service,Professional brake service service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake Wear Sensor Replacement,Brake Wear Sensor Replacement,1,50,33,PN-BRAKEWEA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Brake vaccum Pump Replacement,Brake vaccum Pump Replacement,1,50,33,PN-BRAKEVAC,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,"Brakes & Rotors Replacement, Customer's own Parts","Brakes & Rotors Replacement, Customer's own Parts",1,50,33,PN-BRAKESRO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Bump Deflector,Bump Deflector - Complete service package,1,50,33,,,general,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Bumper Grill Replacement,Professional bumper grill replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Bumper Grill Upper,Bumper Grill Upper,1,50,33,PN-BUMPERGR,Local Supplier,suspension,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Bumper Repair,Professional bumper repair service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Bumper Replacement,Professional bumper replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,CV Axle Replacement,Professional cv axle replacement service,1,319.99,208,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,CV Axle Replacement (Rear Right),CV Axle Replacement (Rear Right),1,50,33,PN-CVAXLERE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,CV Axle Seal Replacement (Right),CV Axle Seal Replacement (Right),1,50,33,PN-CVAXLESE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,CV Axle seal Replacement (Left),CV Axle seal Replacement (Left),1,50,33,PN-CVAXLESE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Cabin Air Filter,Cabin Air Filter,1,39.99,26,PN-CABINAIR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,package,Caliper Bolt Kit Replacement,Caliper Bolt Kit Replacement - Service package with multiple components,1,50,33,,,engine,3,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Caliper Hose Replacement,Caliper Hose Replacement,1,50,33,PN-CALIPERH,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Caliper Pin Boot Replacement,Caliper Pin Boot Replacement,1,50,33,PN-CALIPERP,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Caliper Rebuilt,Caliper Rebuilt,1,50,33,PN-CALIPERR,Local Supplier,brakes,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,package,Camber Bolt Kit Replacement,Camber Bolt Kit Replacement - Service package with multiple components,1,50,33,,,engine,3,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Camshaft Sensor Replacement,Camshaft Sensor Replacement,1,50,33,PN-CAMSHAFT,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Canister Purge Valve Replacement,Canister Purge Valve Replacement,1,50,33,PN-CANISTER,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Canister vent Solenoid,Canister vent Solenoid - Complete service package,1,50,33,,,general,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Carburator Cleaning,Professional carburator cleaning service,1,50,33,,,general,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Carburator Replacement,Professional carburator replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Catalytic Converter,Catalytic Converter,1,50,33,PN-CATALYTI,Local Supplier,air_conditioning,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Catalytic Converter Assembly Replacement,Catalytic Converter Assembly Replacement,1,50,33,PN-CATALYTI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Catalytic Converter Assembly Replacement,Catalytic Converter Assembly Replacement,1,50,33,PN-CATALYTI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Catalytic Converter Replacement,Catalytic Converter Replacement,1,50,33,PN-CATALYTI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Catalytic Convertor,Catalytic Convertor,1,50,33,PN-CATALYTI,Local Supplier,air_conditioning,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Catalytic Delete,Catalytic Delete,1,50,33,PN-CATALYTI,Local Supplier,air_conditioning,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Check Engine Light,Check Engine Light,1,50,33,PN-CHECKENG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Clock Spring Replacement,Clock Spring Replacement,1,50,33,PN-CLOCKSPR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,package,Clutch Kit Replacement,Clutch Kit Replacement - Service package with multiple components,1,50,33,,,engine,3,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Compressor Belt Replacement,Compressor Belt Replacement,1,50,33,PN-COMPRESS,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Control Arm Bushing Replacement,Control Arm Bushing Replacement,1,50,33,PN-CONTROLA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Control Arm Replacement,Control Arm Replacement,1,349.99,227,PN-CONTROLA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Control Arm With Ball Joint Replacement,Control Arm With Ball Joint Replacement,1,50,33,PN-CONTROLA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Control Arm with Ball-Joint Replacement,Control Arm with Ball-Joint Replacement,1,349.99,227,PN-CONTROLA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Change,Professional coolant change service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Change Service,Professional coolant change service service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Flush,Professional coolant flush service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Hose Connector Replacement,Coolant Hose Connector Replacement,1,50,33,PN-COOLANTH,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Hose Repair,Coolant Hose Repair,1,50,33,PN-COOLANTH,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Hose Replacement,Coolant Hose Replacement,1,50,33,PN-COOLANTH,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Line Replacement,Coolant Line Replacement,1,50,33,PN-COOLANTL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Reservoir Cap Replacement,Professional coolant reservoir cap replacement service,1,50,33,,,engine,0.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Reservoir Replacement,Professional coolant reservoir replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Temperature Sensor Replacement,Coolant Temperature Sensor Replacement,1,50,33,PN-COOLANTT,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Coolant Top Up,Coolant Top Up,1,50,33,PN-COOLANTT,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Cowl Vent Panel Replacement,Professional cowl vent panel replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Crankshaft Position Sensor,Crankshaft Position Sensor,1,50,33,PN-CRANKSHA,Local Supplier,air_conditioning,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Crankshaft Position Sensor Replacement,Crankshaft Position Sensor Replacement,1,50,33,PN-CRANKSHA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,discount,Credit,Credit - Automotive service,1,50,33,,,fees,,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,D1S HID Bulbs (OEM),D1S HID Bulbs (OEM),1,50,33,PN-D1SHIDBU,Local Supplier,general,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,DIesel Filter Replacement,DIesel Filter Replacement,1,50,33,PN-DIESELFI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Dash Cam Installation,Professional dash cam installation service,1,50,33,,,brakes,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Dash Cam Replacement,Professional dash cam replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Diagnostics,Professional diagnostics service,1,150,98,,,maintenance,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Differential Fluid Change Service,Professional differential fluid change service service,1,50,33,,,engine,0.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Differential Replacement,Professional differential replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Differential Seal Replacement,Differential Seal Replacement,1,50,33,PN-DIFFEREN,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Dip Stick Tube Replacement,Professional dip stick tube replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Dipstick Replacement,Professional dipstick replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Direct Injection Fuel Pump Replacement,Direct Injection Fuel Pump Replacement,1,50,33,PN-DIRECTIN,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Door Actuator Replacement (RL),Door Actuator Replacement (RL),1,50,33,PN-DOORACTU,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Door Actuator Replacement (RR),Door Actuator Replacement (RR),1,50,33,PN-DOORACTU,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Door Actuator Replacement (Right Side),Door Actuator Replacement (Right Side),1,50,33,PN-DOORACTU,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Door Latch Replacement,Professional door latch replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Door Mirror Assembly,Door Mirror Assembly,1,50,33,PN-DOORMIRR,Local Supplier,air_conditioning,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Door Mirror Glass Installation,Professional door mirror glass installation service,1,50,33,,,brakes,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Door Module Replacement,Door Module Replacement,1,50,33,PN-DOORMODU,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Door Replacement,Professional door replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Drain Plug Gasket Replacement,Drain Plug Gasket Replacement,1,50,33,PN-DRAINPLU,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Drain Plug Replacement,Professional drain plug replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Driver Seat Replacement,Driver Seat Replacement,1,50,33,PN-DRIVERSE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Driveshaft Replacement,Professional driveshaft replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,ECM Replacement,Professional ecm replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,ECU Replacement,Professional ecu replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,EGR valve Replacement,EGR valve Replacement,1,50,33,PN-EGRVALVE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,EVAP Leak Detection Pump Replacement,EVAP Leak Detection Pump Replacement,1,50,33,PN-EVAPLEAK,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,EVAP Temperature Sensor Replacement,EVAP Temperature Sensor Replacement,1,50,33,PN-EVAPTEMP,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,EVAP line Repair,EVAP line Repair,1,50,33,PN-EVAPLINE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Echlin Canister Vent Valve Replacement,Echlin Canister Vent Valve Replacement,1,50,33,PN-ECHLINCA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Electric Repair,Professional electric repair service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Air Filter,Engine Air Filter,1,29.99,19,PN-ENGINEAI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Air Intake Hose Replacement,Engine Air Intake Hose Replacement,1,50,33,PN-ENGINEAI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Control Module Replacement,Engine Control Module Replacement,1,50,33,PN-ENGINECO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Coolant Pipe (Rear Upper),Engine Coolant Pipe (Rear Upper),1,50,33,PN-ENGINECO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Coolant Water Outlet Replacement,Professional engine coolant water outlet replacement service,1,50,33,,,engine,5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Cooling Fan Assembly Replacement,Engine Cooling Fan Assembly Replacement,1,50,33,PN-ENGINECO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Cooling Fan Assembly Replacement,Engine Cooling Fan Assembly Replacement,1,50,33,PN-ENGINECO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Crankcase Breather Hose Replacement,Engine Crankcase Breather Hose Replacement,1,50,33,PN-ENGINECR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Flush,Professional engine flush service,1,19.99,13,,,engine,5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Intake Manifold Runner Solenoid Replacement,Engine Intake Manifold Runner Solenoid Replacement,1,50,33,PN-ENGINEIN,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Intake manifold Actuator Replacement,Engine Intake manifold Actuator Replacement,1,50,33,PN-ENGINEIN,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Mounts Replacement,Engine Mounts Replacement,1,50,33,PN-ENGINEMO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil 5L,Engine Oil 5L - Complete service package,1,50,33,,,engine,5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil Cooler Lines Replacement,Engine Oil Cooler Lines Replacement,1,50,33,PN-ENGINEOI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil Cooler Replacement,Professional engine oil cooler replacement service,1,50,33,,,engine,5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil Level Sensor Replacement,Engine Oil Level Sensor Replacement,1,50,33,PN-ENGINEOI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil Pan Gasket Replacement,Engine Oil Pan Gasket Replacement,1,50,33,PN-ENGINEOI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil Pan Replacement,Professional engine oil pan replacement service,1,349.99,227,,,engine,5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil Pan Seal,Engine Oil Pan Seal,1,50,33,PN-ENGINEOI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil Pressure Switch Replacement,Engine Oil Pressure Switch Replacement,1,50,33,PN-ENGINEOI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Oil Topup,Engine Oil Topup,1,50,33,PN-ENGINEOI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Remove & Replacement,Professional engine remove & replacement service,1,50,33,,,engine,5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Swap,Professional engine swap service,1,50,33,,,engine,5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Timing Cover Gasket Replacement,Engine Timing Cover Gasket Replacement,1,50,33,PN-ENGINETI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Engine Variable Valve Timing Replacement,Engine Variable Valve Timing Replacement,1,50,33,PN-ENGINEVA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Evaporator Valve Replacement,Evaporator Valve Replacement,1,50,33,PN-EVAPORAT,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Exhaust Bracket Replacement,Exhaust Bracket Replacement,1,50,33,PN-EXHAUSTB,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Exhaust Manifold Gasket Replacement,Exhaust Manifold Gasket Replacement,1,50,33,PN-EXHAUSTM,Local Supplier,engine,,12 months
